Numéro notice,Titre,Titre Article,Auteurs,Auteurs collectifs,Collection,Volume,Numéro,Date,DateDébut,DateFin,Édition,Collation,Éditeur,Lieu,Notes,Régions,Sujets
2148,LittéRéalité,"Fernand Dorais, hypnotiseur et illusionniste","PARÉ, François",,,4,1,1992,1992-01-01,1992-12-31,,pp. 21-33,,,,Ontario,Culturel|Production
2149,L'art dramatique canadien = Canadian Drama,"La Sagouine : un regard perçant et lucide, source d'espoir","COLLET, Paulette",,,12,1,1987,1987-01-01,1987-12-31,,pp. 43-49,,,,Acadie,Culturel|Production
2150,Revue de l'Association canadienne d'éducation de langue française,Caractéristiques linguistiques des gradués d'une polyvalente francophone en milieu minoritaire,"LANDRY, Rodrigue",,,8,2,1979,1979-01-01,1979-12-31,,pp. 8-15,,,,Acadie,Langue|Comportement|Éducation|École
2151,Revue des sciences de l'éducation,Le bilinguisme additif chez les francophones minoritaires du Canada,"LANDRY, Rodrigue",,,,8,1982,1982-01-01,1982-12-31,,pp. 223-244,,,,Acadie,Langue|Comportement
2152,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline limitée, propriétaire du journal, 1910-1944","BEAULIEU, Gérard","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 49-78,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Économie|Commerce
2153,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline, journal des institutions acadiennes, 1944-1982","BEAULIEU, Gérard","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 79-105,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Culturel|Association
2154,"L'Évangéline, 1887-1982 : entre l'élite et le peuple",La fermeture de L'Évangéline,"POIRIER, Bernard","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 107-132,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias
2155,"L'Évangéline, 1887-1982 : entre l'élite et le peuple",Du fait divers au récit commun : le rôle littéraire de L'Évangéline,"de FINNEY, James","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 135-153,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Culturel|Production
2156,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","Aime Dieu et va ton chemin : Landry, L'Évangéline et la religion","BOUDREAU, Gérald C.","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 155-173,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Histoire|Religion
2157,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline et les femmes, 1887-1910 : de l'image univoque au symbolisme archétypal","BOUCHER-MARCHAND, Monique","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 175-197,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Populations|Femmes
2158,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline : Le Fermier acadien et l'agriculture au Nouveau-Brunswick, 1911-1962","ARSENEAULT, Samuel P.|LAMARCHE, Rodolphe","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 199-228,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Géographie|Territoire|Histoire|Sociale
2159,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","La pêche et les pêcheurs acadiens vus par L'Évangéline au début du siècle, 1900-1930","CHAUSSADE, Jean","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 229-260,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Histoire|Sociale
2160,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline et l'émigration acadienne vers les États-Unis durant l'entre-deux-guerres, 1920-1940","LANDRY, Nicolas","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 261-181,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Géographie|Population
2161,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline et le mouvement coopératif, 1930-1958","DAIGLE, Jean","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 283-303,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Économie|Coopération
2162,"L'Évangéline, 1887-1982 : entre l'élite et le peuple",L'Évangéline et l'actualité nationale et internationale,"OUELLETTE, Roger|TRAN QUANG, Ba","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 305-322,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Politique
2163,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline et la réforme Robichaud en éducation au Nouveau-Brunswick, 1960-1970","GODIN, Alcide|RENAUD, Aldéo","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 323-342,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Éducation|Administration
2164,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline contestée, 1966-1982","JOHNSON, Marc","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 347-372,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Sociologie|Solidarité
2165,"L'Évangéline, 1887-1982 : entre l'élite et le peuple","L'Évangéline et les arts, 1970-1982","PERRON, Judith","BEAULIEU, Gérard",,,,1997,1997-01-01,1997-12-31,,pp. 373-390,Éditions d'Acadie et Chaire d'études acadiennes,Moncton,,Acadie,Sociologie|Médias|Culturel|Production
2166,Langues officielles et économie,Dimensions économiques de l'utilisation des langues minoritaires et étrangères : survol de la situation internationale,"KARIM, Karim H.",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 13-36,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Comportement|Populations|International|Sociologie|Économie
2167,Langues officielles et économie,Recherche européenne en économie de la langue : résultats récents et pertinence pour le Canada,"GRIN, François",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 37-53,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Comportement|Économie
2168,Langues officielles et économie,Réflexions sur certains aspects économiques du bilinguisme,"BRETON, Albert",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 55-63,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Politique|Économie
2169,Langues officielles et économie,Les avantages comparstifs du bilinguisme sur le marché du travail : un bilan d'enquêtes,"SAVOIE, Ghislain",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 67-89,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Comportement|Économie|Commerce
2170,Langues officielles et économie,L'immigration et les langues officielles,"NAKAMURA, Alice|NAKAMURA, Emi",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 91-105,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Politique
2171,Langues officielles et économie,Coûts et bénéfices économiques des langues officielles : quelques observations,"VAILLANCOURT, François",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 107-121,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Politique|Économie
2172,Langues officielles et économie,L'apport des communautés minoritaires à la santé économique de leur région,"DEBENEDETTI, George J|BEAUDIN, Maurice",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 125-162,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",Acadie|Ile-du-Prince-Edouard|Québec,Langue|Comportement|Économie|Commerce
2173,Langues officielles et économie,Les deux langues officielles et économie : une perspective manitobaine,"GOBEIL, Jean-Paul",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 163-171,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",Ouest|Manitoba,Langue|Politique
2174,Langues officielles et économie,Les avantages économiques de la dualité linguistique et du bilinguisme vu sous un angle politique,"CHORNEY, Harold",,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 185-199,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Politique|Économie
2175,Langues officielles et économie,Actes du colloque Langue officielles et économie : nouvelles perspectives canadiennes,,,Nouvelles perspectives canadiennes,,,1996,1996-01-01,1996-12-31,,pp. 201-276,Patrimoine canadien,Ottawa,"Communications présentées lors d'un colloque tenu le 5 mai 1995, sous les auspices des Programmes d'appui aux langues officielles, Ministère du Patrimoine canadien.",,Langue|Politique|Économie
2176,Libérer la recherche en éducation : travaux et recherches,L'avenir de la recherche en éducation au Canada,"LEDUC, Paule","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 5-9,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,,Éducation|Généralité|Recherche
2177,Libérer la recherche en éducation : travaux et recherches,La situation de l'éducation française en Ontario,"POIRIER, Lionel","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 11-16,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Éducation|Généralité|Recherche
2178,Libérer la recherche en éducation : travaux et recherches,Responsabilité personnelle du mieux-être : profil d'aînés autonomes francophones d'Ottawa,"DROUIN, Denis|SIMARD, Clermont|PAGEOT, Jean-Claude","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 19-24,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Populations|Personnes âgées
2179,Libérer la recherche en éducation : travaux et recherches,Tests de compétence langagière se rapportant au programme d'étude du département des Sciences de l'éducation de l'Université Saint-Anne,"ALLARD, Suzanne","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 27-30,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Acadie|Nouvelle-Écosse,Éducation|Post-secondaire|Langue|Comportement
2180,Libérer la recherche en éducation : travaux et recherches,Tests de classement à l'Université de Moncton,"BÉRUBÉ, Bernadette","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 37-41,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Acadie,Éducation|Post-secondaire|Langue|Comportement
2181,Libérer la recherche en éducation : travaux et recherches,Les tests de compétence langagière à la formation enseignante,"CAZABON, Benoît","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 43-46,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,,Éducation|Personnel|Langue|Comportement
2182,Libérer la recherche en éducation : travaux et recherches,L'évalutation de la compétence langagière à l'École des sciences de l'éducation de l'Université Laurentienne,"DÉMORÉ, Diane|GIGNAC-PHARAND, Elvine","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 65-72,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Éducation|Post-secondaire|Langue|Comportement
2183,Libérer la recherche en éducation : travaux et recherches,Le développement de la compétence linguistique au Collège universitaire de Saint-Boniface,"FORTIN, Normand G.","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 73-84,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ouest|Manitoba,Éducation|Post-secondaire|Langue|Comportement
2184,Libérer la recherche en éducation : travaux et recherches,Analyse des tâches et des besoins de formation des permanents oeuvrant au sein des organismes francophones à but non lucratif hors Québec,"COUTURIER, Hermel|VIENNEAU, Jean-Guy","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 103-112,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Acadie,Culturel|Association|Éducation|Pédagogie
2185,Libérer la recherche en éducation : travaux et recherches,Les tests de compétence langagière et la formation du personnel enseignant à la Faculté Saint-Jean,"TARDIF, Claudette","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 1,pp. 165-170,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ouest|Alberta,Éducation|Post-secondaire|Langue|Comportement
2186,Libérer la recherche en éducation : travaux et recherches,L'évaluation d'une pédagogie différenciée en formation des maîtres : un programme alternatif de formation conjointe,"BÉLAIR, Louise","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 2,pp. 327-338,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Éducation|Personnel
2187,Libérer la recherche en éducation : travaux et recherches,"La formation initiale à l'enseignement en français à l'Université d'Ottawa : aspects spécifiques, carences et pistes de recherche","BORDELEAU, Louis-Gabriel","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 2,pp. 339-346,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Éducation|Pédagogie|Langue|Comportement
2188,Libérer la recherche en éducation : travaux et recherches,Le projet de l'amélioration de l'enseignement (PAE) : le cas de l'école Saint-Joseph à Espanola,"BOISSONNEAULT, Julie|CAZABON, Benoît|LORTIE, René|MAINVILLE, Marie","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 2,pp. 429-434,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Éducation|Pédagogie
2189,Libérer la recherche en éducation : travaux et recherches,"Les secteurs d'ancrage de la recherche, de la formation et de la gestion pédagogiques : le cas PEPO","BUSQUE, Laurier|CAZABON, Benoît|ST-JEAN, Lionel","BORDELEAU, Louis-Gabriel",,,,1993,1993-01-01,1993-12-31,Tome 2,pp. 439-454,Centre franco-ontarien de ressources pédagogiques,Vanier,Actes du troisième congrès des sciences de l'éducation de langue française du Canada.,Ontario,Éducation|Pédagogie
2190,Mer et littérature,Sans jamais parler du vent de France Daigle : une écriture-odyssée,"PLANTIER, René","GALLANT, Melvin",,,,1992,1992-01-01,1992-12-31,,pp. 11-16,Éditions d'Acadie,Moncton,"Actes du colloque international sur «La mer dans les littératures d'expression française du XXe siècle» tenu à Moncton les 22, 23 et 24 août 1991.",Acadie,Culturel|Production
2191,Mer et littérature,"Conscience transatlantique et lieu de création ouvert : Europe-Amérique, 1900-1990","PARATTE, Henri-Dominique","GALLANT, Melvin",,,,1992,1992-01-01,1992-12-31,,pp. 83-98,Éditions d'Acadie,Moncton,"Actes du colloque international sur «La mer dans les littératures d'expression française du XXe siècle» tenu à Moncton les 22, 23 et 24 août 1991.",Acadie,Culturel|Production
2192,Mer et littérature,La mer ou le système mouvant des régularités textuelles dans L'Acadie perdue,"ROBICHAUD, Anne Marie","GALLANT, Melvin",,,,1992,1992-01-01,1992-12-31,,pp. 37-44,Éditions d'Acadie,Moncton,"Actes du colloque international sur «La mer dans les littératures d'expression française du XXe siècle» tenu à Moncton les 22, 23 et 24 août 1991.",Acadie,Culturel|Production|Politique|Nationalisme
